Train 145 {from: Kyiv; to: Wien; depart: 20-06-1916 17:09:00; arrive: 22-06-1916 19:09:00}
Train 1904 {from: Amsterdam; to: London; depart: 12-06-1916 03:32:00; arrive: 12-06-1916 12:32:00}
Train 1905 {from: Madrid; to: Sarajevo; depart: 31-10-1915 17:44:00; arrive: 06-11-1915 19:44:00}
Train 1906 {from: Moskva; to: Essen; depart: 07-02-1916 18:36:00; arrive: 13-02-1916 20:36:00}
Train 1907 {from: Athina; to: Madrid; depart: 22-10-1915 14:51:00; arrive: 25-10-1915 18:51:00}
Train 1908 {from: Essen; to: Danzig; depart: 23-06-1916 17:42:00; arrive: 26-06-1916 02:42:00}
Train 1909 {from: Riga; to: Warszawa; depart: 15-12-1915 10:01:00; arrive: 15-12-1915 10:01:00}
Train 1910 {from: Pamplona; to: Warszawa; depart: 17-06-1915 11:44:00; arrive: 24-06-1915 14:44:00}
Train 1911 {from: Barcelona; to: Madrid; depart: 02-04-1915 10:48:00; arrive: 02-04-1915 17:48:00}
Train 1912 {from: Athina; to: Barcelona; depart: 25-10-1915 17:29:00; arrive: 27-10-1915 22:29:00}
Train 1913 {from: Bruxelles; to: Warszawa; depart: 13-10-1915 14:45:00; arrive: 19-10-1915 14:45:00}
Train 1914 {from: Munchen; to: Erzurum; depart: 27-11-1915 20:20:00; arrive: 06-12-1915 00:20:00}
Train 1915 {from: Barcelona; to: Brindisi; depart: 15-03-1915 18:14:00; arrive: 18-03-1915 19:14:00}
Train 1916 {from: Marseille; to: Riga; depart: 04-07-1915 14:23:00; arrive: 09-07-1915 18:23:00}
Train 1917 {from: London; to: Roma; depart: 06-04-1915 06:25:00; arrive: 09-04-1915 12:25:00}
Train 1918 {from: Palermo; to: Warszawa; depart: 30-12-1915 17:34:00; arrive: 04-01-1916 00:34:00}
Train 1919 {from: Kharkov; to: Vilno; depart: 03-04-1915 15:38:00; arrive: 05-04-1915 15:38:00}
Train 1920 {from: London; to: Ancora; depart: 07-07-1916 22:04:00; arrive: 16-07-1916 00:04:00}
Train 1921 {from: Erzurum; to: Frankfurt; depart: 07-03-1915 15:51:00; arrive: 12-03-1915 19:51:00}
Train 1922 {from: Kyiv; to: Budapest; depart: 16-02-1916 13:23:00; arrive: 17-02-1916 21:23:00}
Train 1923 {from: Madrid; to: Palermo; depart: 30-03-1916 04:21:00; arrive: 02-04-1916 04:21:00}
Train 1924 {from: Riga; to: Pamplona; depart: 21-03-1915 17:00:00; arrive: 28-03-1915 23:00:00}
Train 1925 {from: Berlin; to: Essen; depart: 18-04-1915 20:51:00; arrive: 19-04-1915 03:51:00}
Train 1926 {from: Ancora; to: Barcelona; depart: 17-02-1916 12:34:00; arrive: 26-02-1916 18:34:00}
Train 1927 {from: Rostov; to: Pamplona; depart: 07-11-1915 08:38:00; arrive: 17-11-1915 16:38:00}
Train 1928 {from: Sevastopol; to: Petrograd; depart: 05-05-1915 21:53:00; arrive: 07-05-1915 02:53:00}
Train 1929 {from: Wien; to: Munchen; depart: 12-07-1915 21:51:00; arrive: 16-07-1915 05:51:00}
Train 1930 {from: Brindisi; to: Lisboa; depart: 15-05-1916 13:20:00; arrive: 19-05-1916 22:20:00}
Train 1931 {from: Athina; to: Riga; depart: 19-04-1916 20:57:00; arrive: 24-04-1916 22:57:00}
Train 1932 {from: Sarajevo; to: Athina; depart: 07-04-1915 06:40:00; arrive: 10-04-1915 08:40:00}
Train 1933 {from: Sarajevo; to: Lisboa; depart: 22-01-1915 02:16:00; arrive: 29-01-1915 02:16:00}
Train 1934 {from: Roma; to: Budapest; depart: 30-06-1916 22:07:00; arrive: 04-07-1916 00:07:00}
Train 1935 {from: Zurich; to: Madrid; depart: 11-02-1916 01:35:00; arrive: 15-02-1916 05:35:00}
Train 1936 {from: Palermo; to: Constantinopole; depart: 01-04-1915 03:28:00; arrive: 07-04-1915 04:28:00}
Train 1937 {from: Wien; to: Athina; depart: 06-07-1916 02:43:00; arrive: 09-07-1916 11:43:00}
Train 1938 {from: Danzig; to: Budapest; depart: 09-01-1915 11:32:00; arrive: 09-01-1915 16:32:00}
Train 1939 {from: Petrograd; to: Sarajevo; depart: 13-06-1915 01:28:00; arrive: 17-06-1915 08:28:00}
Train 1940 {from: Roma; to: Moskva; depart: 06-01-1915 21:38:00; arrive: 13-01-1915 21:38:00}
Train 1941 {from: Lisboa; to: Berlin; depart: 25-04-1915 06:01:00; arrive: 01-05-1915 14:01:00}
Train 1942 {from: Sarajevo; to: Marseille; depart: 15-08-1916 07:30:00; arrive: 19-08-1916 14:30:00}
Train 1943 {from: Amsterdam; to: Lisboa; depart: 17-09-1915 02:13:00; arrive: 18-09-1915 05:13:00}
Train 1944 {from: Moskva; to: London; depart: 14-04-1916 07:00:00; arrive: 24-04-1916 11:00:00}
Train 1945 {from: Athina; to: Lisboa; depart: 08-06-1915 20:48:00; arrive: 11-06-1915 20:48:00}
Train 1946 {from: Erzurum; to: Kharkov; depart: 28-01-1916 14:17:00; arrive: 28-01-1916 14:17:00}
Train 1947 {from: Constantinopole; to: Venezia; depart: 27-12-1915 05:36:00; arrive: 01-01-1916 08:36:00}
Train 1948 {from: Budapest; to: Amsterdam; depart: 15-04-1915 07:18:00; arrive: 20-04-1915 16:18:00}
Train 1949 {from: Marseille; to: Moskva; depart: 06-02-1916 09:56:00; arrive: 15-02-1916 13:56:00}
Train 1950 {from: Athina; to: Rostov; depart: 21-03-1915 16:28:00; arrive: 28-03-1915 20:28:00}
Train 1951 {from: Athina; to: Marseille; depart: 07-04-1915 22:27:00; arrive: 08-04-1915 01:27:00}
Train 1952 {from: Amsterdam; to: Munchen; depart: 14-03-1916 08:44:00; arrive: 15-03-1916 14:44:00}
Train 1953 {from: Buguresti; to: Athina; depart: 24-03-1916 16:35:00; arrive: 30-03-1916 20:35:00}
Train 1954 {from: Moskva; to: Zurich; depart: 14-10-1915 12:23:00; arrive: 21-10-1915 20:23:00}
Train 1955 {from: Petrograd; to: Amsterdam; depart: 24-07-1915 05:42:00; arrive: 03-08-1915 08:42:00}
Train 1956 {from: Paris; to: Essen; depart: 11-01-1915 03:36:00; arrive: 14-01-1915 09:36:00}
Train 1957 {from: Zurich; to: Athina; depart: 25-05-1916 10:14:00; arrive: 26-05-1916 15:14:00}
Train 1958 {from: Lisboa; to: Budapest; depart: 07-08-1916 02:30:00; arrive: 14-08-1916 07:30:00}
Train 1959 {from: Berlin; to: Roma; depart: 30-04-1916 11:21:00; arrive: 01-05-1916 15:21:00}
Train 1960 {from: Palermo; to: Pamplona; depart: 01-02-1915 10:53:00; arrive: 03-02-1915 12:53:00}
Train 1961 {from: Bruxelles; to: Petrograd; depart: 03-03-1916 08:38:00; arrive: 12-03-1916 08:38:00}
Train 1962 {from: Zgrab; to: Brindisi; depart: 25-09-1915 09:06:00; arrive: 27-09-1915 11:06:00}
Train 1963 {from: Zurich; to: Erzurum; depart: 03-08-1915 17:03:00; arrive: 09-08-1915 00:03:00}
Train 1964 {from: Zurich; to: London; depart: 19-04-1915 00:50:00; arrive: 22-04-1915 09:50:00}
Train 1965 {from: Warszawa; to: London; depart: 14-10-1915 00:09:00; arrive: 20-10-1915 04:09:00}
Train 1966 {from: Berlin; to: Madrid; depart: 02-06-1916 18:07:00; arrive: 07-06-1916 18:07:00}
Train 1967 {from: Erzurum; to: London; depart: 19-03-1915 16:10:00; arrive: 28-03-1915 18:10:00}
Train 1968 {from: Buguresti; to: Petrograd; depart: 13-07-1915 13:33:00; arrive: 15-07-1915 22:33:00}
Train 1969 {from: Barcelona; to: London; depart: 21-03-1916 03:47:00; arrive: 21-03-1916 07:47:00}
Train 1970 {from: Berlin; to: Essen; depart: 26-01-1915 16:57:00; arrive: 26-01-1915 20:57:00}
Train 1971 {from: Essen; to: Warszawa; depart: 23-07-1915 17:21:00; arrive: 26-07-1915 02:21:00}
Train 1972 {from: Frankfurt; to: Venezia; depart: 25-01-1915 22:49:00; arrive: 25-01-1915 22:49:00}
Train 1973 {from: Sevastopol; to: Kharkov; depart: 13-01-1916 16:54:00; arrive: 14-01-1916 21:54:00}
Train 1974 {from: Moskva; to: Constantinopole; depart: 02-02-1915 11:16:00; arrive: 04-02-1915 18:16:00}
Train 1975 {from: Athina; to: Palermo; depart: 23-08-1916 07:37:00; arrive: 23-08-1916 07:37:00}
Train 1976 {from: Madrid; to: Brindisi; depart: 04-03-1915 01:49:00; arrive: 07-03-1915 03:49:00}
Train 1977 {from: Frankfurt; to: Kharkov; depart: 28-03-1916 17:59:00; arrive: 03-04-1916 21:59:00}
Train 1978 {from: Frankfurt; to: London; depart: 10-11-1915 02:46:00; arrive: 14-11-1915 07:46:00}
Train 1979 {from: Paris; to: Frankfurt; depart: 11-06-1915 00:33:00; arrive: 14-06-1915 08:33:00}
Train 1980 {from: Palermo; to: Munchen; depart: 20-01-1916 10:35:00; arrive: 21-01-1916 13:35:00}
Train 1981 {from: Palermo; to: Athina; depart: 05-05-1916 13:35:00; arrive: 05-05-1916 13:35:00}
Train 1982 {from: Berlin; to: Erzurum; depart: 04-06-1915 03:58:00; arrive: 08-06-1915 12:58:00}
Train 1983 {from: Ancora; to: Amsterdam; depart: 14-01-1916 02:15:00; arrive: 22-01-1916 07:15:00}
Train 1984 {from: Athina; to: Roma; depart: 04-06-1916 03:23:00; arrive: 05-06-1916 08:23:00}
Train 1985 {from: Kharkov; to: Sarajevo; depart: 07-12-1915 21:12:00; arrive: 12-12-1915 04:12:00}
Train 1986 {from: Roma; to: Bruxelles; depart: 30-11-1915 12:36:00; arrive: 02-12-1915 12:36:00}
Train 1987 {from: Athina; to: London; depart: 05-11-1915 00:46:00; arrive: 07-11-1915 07:46:00}
Train 1988 {from: Zgrab; to: Kyiv; depart: 03-08-1915 07:50:00; arrive: 05-08-1915 13:50:00}
Train 1989 {from: Kyiv; to: Riga; depart: 10-02-1915 20:54:00; arrive: 10-02-1915 23:54:00}
Train 1990 {from: Brindisi; to: Munchen; depart: 24-06-1916 09:31:00; arrive: 25-06-1916 16:31:00}
Train 1991 {from: Erzurum; to: Rostov; depart: 02-04-1916 06:58:00; arrive: 02-04-1916 15:58:00}
Train 1992 {from: London; to: Amsterdam; depart: 07-03-1916 20:47:00; arrive: 08-03-1916 00:47:00}
Train 1993 {from: Barcelona; to: Zgrab; depart: 05-02-1915 07:23:00; arrive: 11-02-1915 15:23:00}
Train 1994 {from: Palermo; to: Lisboa; depart: 22-03-1916 08:03:00; arrive: 25-03-1916 10:03:00}
Train 1995 {from: Wien; to: Moskva; depart: 23-05-1916 04:48:00; arrive: 28-05-1916 12:48:00}
Train 1996 {from: London; to: Ancora; depart: 25-03-1916 19:58:00; arrive: 03-04-1916 04:58:00}
Train 1997 {from: Rostov; to: Erzurum; depart: 11-05-1916 17:19:00; arrive: 11-05-1916 20:19:00}
Train 1998 {from: Essen; to: Sarajevo; depart: 21-08-1915 00:12:00; arrive: 22-08-1915 06:12:00}
Train 1999 {from: Zurich; to: Barcelona; depart: 03-05-1915 01:36:00; arrive: 07-05-1915 03:36:00}
Train 2000 {from: Venezia; to: Riga; depart: 19-09-1915 13:01:00; arrive: 22-09-1915 15:01:00}
Train 2001 {from: Constantinopole; to: Palermo; depart: 26-12-1915 07:25:00; arrive: 01-01-1916 08:25:00}
Train 2002 {from: Zgrab; to: Zurich; depart: 11-07-1916 07:17:00; arrive: 12-07-1916 14:17:00}
Train 2003 {from: Zurich; to: Marseille; depart: 13-11-1915 15:37:00; arrive: 15-11-1915 17:37:00}
Train 2004 {from: Erzurum; to: Vilno; depart: 14-04-1916 01:30:00; arrive: 16-04-1916 03:30:00}
Train 2005 {from: Kharkov; to: Warszawa; depart: 21-08-1915 05:37:00; arrive: 24-08-1915 09:37:00}
Train 2006 {from: Riga; to: Buguresti; depart: 12-01-1916 18:54:00; arrive: 13-01-1916 18:54:00}
Train 2007 {from: Palermo; to: Sarajevo; depart: 29-11-1915 04:48:00; arrive: 02-12-1915 13:48:00}
Train 2008 {from: Madrid; to: Barcelona; depart: 29-10-1915 15:12:00; arrive: 29-10-1915 23:12:00}
Train 2009 {from: Vilno; to: Erzurum; depart: 06-05-1915 00:20:00; arrive: 08-05-1915 02:20:00}
Train 2010 {from: Paris; to: Warszawa; depart: 30-01-1915 02:52:00; arrive: 04-02-1915 04:52:00}
Train 2011 {from: Rostov; to: Moskva; depart: 08-07-1915 07:46:00; arrive: 09-07-1915 15:46:00}
Train 2012 {from: Frankfurt; to: Constantinopole; depart: 08-07-1916 01:22:00; arrive: 12-07-1916 08:22:00}
Train 2013 {from: Roma; to: Wien; depart: 13-11-1915 08:00:00; arrive: 15-11-1915 14:00:00}
Train 2014 {from: London; to: Frankfurt; depart: 17-08-1915 07:00:00; arrive: 21-08-1915 16:00:00}
Train 2015 {from: Petrograd; to: Rostov; depart: 29-12-1915 21:11:00; arrive: 30-12-1915 04:11:00}
Train 2016 {from: Lisboa; to: Zurich; depart: 07-11-1915 07:15:00; arrive: 12-11-1915 13:15:00}
Train 2017 {from: Petrograd; to: Athina; depart: 08-02-1916 08:46:00; arrive: 16-02-1916 17:46:00}
Train 2018 {from: Pamplona; to: Marseille; depart: 14-04-1915 14:04:00; arrive: 16-04-1915 17:04:00}
Train 2019 {from: Amsterdam; to: Bruxelles; depart: 06-04-1915 01:29:00; arrive: 06-04-1915 09:29:00}
Train 2020 {from: Constantinopole; to: Sarajevo; depart: 19-10-1915 13:33:00; arrive: 22-10-1915 21:33:00}
Train 2021 {from: London; to: Berlin; depart: 09-07-1916 07:43:00; arrive: 13-07-1916 12:43:00}
Train 2022 {from: Moskva; to: Constantinopole; depart: 16-11-1915 06:51:00; arrive: 18-11-1915 07:51:00}
Train 2023 {from: Erzurum; to: Kharkov; depart: 02-07-1916 02:59:00; arrive: 02-07-1916 10:59:00}
Train 2024 {from: Budapest; to: Palermo; depart: 05-04-1916 18:00:00; arrive: 09-04-1916 02:00:00}
Train 2025 {from: Buguresti; to: Vilno; depart: 28-02-1916 01:44:00; arrive: 28-02-1916 01:44:00}
Train 2026 {from: Lisboa; to: Venezia; depart: 17-03-1915 22:33:00; arrive: 22-03-1915 02:33:00}
Train 2027 {from: Budapest; to: Bruxelles; depart: 24-01-1916 19:32:00; arrive: 29-01-1916 21:32:00}
Train 2028 {from: Barcelona; to: Kharkov; depart: 13-08-1915 13:32:00; arrive: 23-08-1915 17:32:00}
Train 2029 {from: Amsterdam; to: Munchen; depart: 06-01-1916 17:26:00; arrive: 08-01-1916 01:26:00}
Train 2030 {from: Athina; to: Erzurum; depart: 02-03-1916 21:08:00; arrive: 10-03-1916 00:08:00}
Train 2031 {from: Kyiv; to: Zgrab; depart: 03-09-1915 12:00:00; arrive: 05-09-1915 21:00:00}
Train 2032 {from: Wien; to: Zgrab; depart: 16-11-1915 19:35:00; arrive: 17-11-1915 04:35:00}
Train 2033 {from: Marseille; to: Rostov; depart: 18-08-1915 05:04:00; arrive: 26-08-1915 09:04:00}
Train 2034 {from: Marseille; to: Brindisi; depart: 11-07-1916 00:26:00; arrive: 12-07-1916 09:26:00}
Train 2035 {from: Kharkov; to: Zurich; depart: 03-05-1916 04:16:00; arrive: 09-05-1916 13:16:00}
Train 2036 {from: London; to: Moskva; depart: 03-03-1916 07:44:00; arrive: 13-03-1916 10:44:00}
Train 2037 {from: Moskva; to: Athina; depart: 21-03-1915 18:16:00; arrive: 30-03-1915 00:16:00}
Train 2038 {from: Constantinopole; to: Sevastopol; depart: 28-07-1916 12:41:00; arrive: 28-07-1916 19:41:00}
Train 2039 {from: Kharkov; to: Roma; depart: 11-03-1915 07:03:00; arrive: 18-03-1915 14:03:00}
Train 2040 {from: Frankfurt; to: Sevastopol; depart: 25-04-1916 02:02:00; arrive: 30-04-1916 04:02:00}
Train 2041 {from: Constantinopole; to: Lisboa; depart: 01-07-1916 03:34:00; arrive: 11-07-1916 09:34:00}
Train 2042 {from: Palermo; to: Vilno; depart: 10-09-1915 01:41:00; arrive: 15-09-1915 04:41:00}
Train 2043 {from: Roma; to: Vilno; depart: 09-03-1916 01:02:00; arrive: 13-03-1916 03:02:00}
Train 2044 {from: Buguresti; to: Zgrab; depart: 03-03-1915 14:48:00; arrive: 05-03-1915 17:48:00}
Train 2045 {from: Moskva; to: Bruxelles; depart: 04-09-1915 00:50:00; arrive: 14-09-1915 09:50:00}
Train 2046 {from: Petrograd; to: Moskva; depart: 07-02-1915 22:27:00; arrive: 08-02-1915 05:27:00}
Train 2047 {from: Munchen; to: Bruxelles; depart: 21-02-1916 11:41:00; arrive: 21-02-1916 18:41:00}
Train 2048 {from: Madrid; to: Buguresti; depart: 24-07-1916 22:02:00; arrive: 03-08-1916 07:02:00}
Train 2049 {from: Vilno; to: Pamplona; depart: 06-08-1916 04:21:00; arrive: 13-08-1916 09:21:00}
Train 2050 {from: Essen; to: Constantinopole; depart: 15-01-1916 06:49:00; arrive: 19-01-1916 08:49:00}
Train 2051 {from: Barcelona; to: Sevastopol; depart: 06-06-1915 09:56:00; arrive: 15-06-1915 12:56:00}
Train 2052 {from: Buguresti; to: Venezia; depart: 30-08-1915 15:43:00; arrive: 03-09-1915 19:43:00}
Train 2053 {from: Vilno; to: Wien; depart: 04-03-1915 16:29:00; arrive: 06-03-1915 19:29:00}
Train 2054 {from: Lisboa; to: Marseille; depart: 03-02-1915 20:23:00; arrive: 07-02-1915 05:23:00}
Train 2055 {from: Venezia; to: Erzurum; depart: 04-03-1916 07:11:00; arrive: 10-03-1916 14:11:00}
Train 2056 {from: Bruxelles; to: Constantinopole; depart: 24-06-1915 17:42:00; arrive: 02-07-1915 23:42:00}
Train 2057 {from: Athina; to: Munchen; depart: 12-03-1915 18:03:00; arrive: 12-03-1915 20:03:00}
Train 2058 {from: Ancora; to: Amsterdam; depart: 29-04-1916 05:18:00; arrive: 07-05-1916 05:18:00}
Train 2059 {from: Moskva; to: Paris; depart: 15-01-1915 08:27:00; arrive: 24-01-1915 08:27:00}
Train 2060 {from: Kharkov; to: Constantinopole; depart: 05-09-1915 07:45:00; arrive: 06-09-1915 13:45:00}
Train 2061 {from: Zurich; to: Palermo; depart: 02-09-1915 17:51:00; arrive: 03-09-1915 21:51:00}
Train 2062 {from: Sarajevo; to: Athina; depart: 26-04-1915 15:28:00; arrive: 29-04-1915 21:28:00}
Train 2063 {from: Athina; to: Madrid; depart: 03-06-1916 21:56:00; arrive: 07-06-1916 05:56:00}
Train 2064 {from: Moskva; to: Frankfurt; depart: 09-07-1915 03:06:00; arrive: 15-07-1915 08:06:00}
Train 2065 {from: Frankfurt; to: Brindisi; depart: 27-08-1915 16:19:00; arrive: 28-08-1915 23:19:00}
Train 2066 {from: Pamplona; to: Barcelona; depart: 18-12-1915 14:58:00; arrive: 18-12-1915 15:58:00}
Train 2067 {from: Pamplona; to: Munchen; depart: 01-05-1916 21:18:00; arrive: 02-05-1916 21:18:00}
Train 2068 {from: Brindisi; to: Budapest; depart: 01-04-1915 07:49:00; arrive: 04-04-1915 14:49:00}
Train 2069 {from: Bruxelles; to: Frankfurt; depart: 25-05-1916 14:13:00; arrive: 28-05-1916 21:13:00}
Train 2070 {from: Munchen; to: Erzurum; depart: 29-01-1915 22:27:00; arrive: 07-02-1915 05:27:00}
Train 2071 {from: Petrograd; to: Moskva; depart: 10-08-1915 15:25:00; arrive: 10-08-1915 20:25:00}
Train 2072 {from: Palermo; to: Moskva; depart: 14-08-1915 19:57:00; arrive: 22-08-1915 22:57:00}
Train 2073 {from: Palermo; to: Sevastopol; depart: 29-03-1916 16:05:00; arrive: 05-04-1916 00:05:00}
Train 2074 {from: Munchen; to: Erzurum; depart: 31-05-1915 08:43:00; arrive: 08-06-1915 15:43:00}
Train 2075 {from: Rostov; to: Erzurum; depart: 19-12-1915 09:52:00; arrive: 19-12-1915 18:52:00}
Train 2076 {from: Munchen; to: Budapest; depart: 10-04-1916 16:11:00; arrive: 14-04-1916 22:11:00}
Train 2077 {from: Wien; to: Venezia; depart: 11-05-1916 06:37:00; arrive: 12-05-1916 06:37:00}
Train 2078 {from: Essen; to: Sevastopol; depart: 26-01-1916 04:17:00; arrive: 30-01-1916 11:17:00}
Train 2079 {from: Brindisi; to: Constantinopole; depart: 22-04-1916 07:42:00; arrive: 28-04-1916 15:42:00}
Train 2080 {from: Athina; to: Constantinopole; depart: 12-04-1916 12:39:00; arrive: 18-04-1916 21:39:00}
Train 2081 {from: Warszawa; to: Petrograd; depart: 16-04-1916 19:50:00; arrive: 20-04-1916 03:50:00}
Train 2082 {from: Riga; to: Sarajevo; depart: 07-06-1916 22:22:00; arrive: 08-06-1916 23:22:00}
Train 2083 {from: Bruxelles; to: Munchen; depart: 16-09-1915 08:05:00; arrive: 16-09-1915 11:05:00}
Train 2084 {from: Vilno; to: Danzig; depart: 30-09-1915 13:51:00; arrive: 01-10-1915 14:51:00}
Train 2085 {from: Danzig; to: Constantinopole; depart: 17-10-1915 06:20:00; arrive: 19-10-1915 09:20:00}
Train 2086 {from: Erzurum; to: Palermo; depart: 11-01-1915 19:48:00; arrive: 18-01-1915 19:48:00}
Train 2087 {from: Amsterdam; to: Erzurum; depart: 15-01-1916 04:43:00; arrive: 24-01-1916 09:43:00}
Train 2088 {from: Constantinopole; to: Paris; depart: 09-01-1916 16:10:00; arrive: 16-01-1916 21:10:00}
Train 2089 {from: Berlin; to: Budapest; depart: 04-06-1915 01:26:00; arrive: 05-06-1915 09:26:00}
Train 2090 {from: Essen; to: Roma; depart: 30-07-1916 07:48:00; arrive: 31-07-1916 14:48:00}
Train 2091 {from: London; to: Madrid; depart: 06-01-1916 00:10:00; arrive: 07-01-1916 09:10:00}
Train 2092 {from: Danzig; to: Budapest; depart: 06-07-1916 16:15:00; arrive: 07-07-1916 01:15:00}
Train 2093 {from: Palermo; to: Marseille; depart: 25-05-1916 10:04:00; arrive: 25-05-1916 17:04:00}
Train 2094 {from: Moskva; to: Erzurum; depart: 25-03-1915 12:29:00; arrive: 26-03-1915 19:29:00}
Train 2095 {from: Palermo; to: Paris; depart: 29-04-1915 13:59:00; arrive: 30-04-1915 20:59:00}
Train 2096 {from: Wien; to: Brindisi; depart: 18-04-1916 12:24:00; arrive: 20-04-1916 21:24:00}
Train 2097 {from: Venezia; to: Moskva; depart: 16-06-1916 16:52:00; arrive: 24-06-1916 00:52:00}
Train 2098 {from: Buguresti; to: Riga; depart: 26-08-1915 19:27:00; arrive: 28-08-1915 01:27:00}
Train 2099 {from: Kyiv; to: Pamplona; depart: 11-08-1915 07:31:00; arrive: 19-08-1915 08:31:00}
Train 2100 {from: Sarajevo; to: Zgrab; depart: 20-02-1915 12:44:00; arrive: 20-02-1915 15:44:00}
Train 2101 {from: Sevastopol; to: Palermo; depart: 19-03-1915 03:15:00; arrive: 25-03-1915 07:15:00}
Train 2102 {from: Warszawa; to: Palermo; depart: 02-05-1915 01:34:00; arrive: 06-05-1915 10:34:00}
Train 2103 {from: Amsterdam; to: Brindisi; depart: 11-10-1915 07:05:00; arrive: 13-10-1915 10:05:00}
Train 2104 {from: London; to: Sarajevo; depart: 03-06-1916 11:15:00; arrive: 08-06-1916 13:15:00}
Train 2105 {from: Paris; to: Zgrab; depart: 24-08-1915 08:05:00; arrive: 28-08-1915 14:05:00}
Train 2106 {from: Palermo; to: Moskva; depart: 25-08-1915 12:49:00; arrive: 02-09-1915 19:49:00}
Train 2107 {from: Buguresti; to: Vilno; depart: 02-11-1915 02:10:00; arrive: 02-11-1915 04:10:00}
Train 2108 {from: Athina; to: Wien; depart: 10-12-1915 06:53:00; arrive: 13-12-1915 06:53:00}
Train 2109 {from: Essen; to: Moskva; depart: 24-09-1915 00:45:00; arrive: 30-09-1915 06:45:00}
Train 2110 {from: Ancora; to: Vilno; depart: 18-02-1916 11:48:00; arrive: 19-02-1916 16:48:00}
Train 2111 {from: Erzurum; to: Danzig; depart: 16-05-1915 01:55:00; arrive: 19-05-1915 02:55:00}
Train 2112 {from: Warszawa; to: Bruxelles; depart: 10-04-1916 22:50:00; arrive: 17-04-1916 03:50:00}
Train 2113 {from: Madrid; to: Sarajevo; depart: 14-12-1915 10:07:00; arrive: 20-12-1915 14:07:00}
Train 2114 {from: Warszawa; to: Bruxelles; depart: 18-05-1916 20:59:00; arrive: 25-05-1916 03:59:00}
Train 2115 {from: Kyiv; to: Constantinopole; depart: 24-02-1916 22:06:00; arrive: 26-02-1916 06:06:00}
Train 2116 {from: Roma; to: Zgrab; depart: 21-06-1916 05:49:00; arrive: 23-06-1916 06:49:00}
Train 2117 {from: Brindisi; to: Petrograd; depart: 29-10-1915 03:44:00; arrive: 05-11-1915 08:44:00}
Train 2118 {from: Essen; to: Wien; depart: 28-05-1915 21:33:00; arrive: 29-05-1915 06:33:00}
Train 2119 {from: Roma; to: Buguresti; depart: 17-05-1915 04:49:00; arrive: 22-05-1915 13:49:00}
Train 2120 {from: Athina; to: Kharkov; depart: 10-03-1916 02:33:00; arrive: 18-03-1916 04:33:00}
Train 2121 {from: Wien; to: Riga; depart: 05-12-1915 10:59:00; arrive: 07-12-1915 13:59:00}
Train 2122 {from: Budapest; to: Moskva; depart: 24-11-1915 14:58:00; arrive: 28-11-1915 23:58:00}
